Geneid,Chr,Start,End,Strand,Length,ASAP186_ctrl_NP16-119_AMY_bulk,ASAP188_ctrl_NP16-293_AMY_bulk,ASAP189_ctrl_NP18-148_AMY_bulk,ASAP199_ctrl_NP19-218_AMY_bulk,ASAP200_ctrl_NP22-37_AMY_bulk,ASAP201_ctrl_NP22-75_AMY_bulk,ASAP185_PD_NP21-217_AMY_bulk,ASAP190_PD_NP21-57_AMY_bulk,ASAP191_PD_NP21-208_AMY_bulk,ASAP195_PD_NP22-55_AMY_bulk,ASAP196_PD_NP16-285_AMY_bulk,ASAP202_PD_NP19-137_AMY_bulk,ASAP204_PD_NP21-04_AMY_bulk,ASAP207_PD_NP23-21_AMY_bulk,ASAP159_ctrl_16-119_PFC_bulk,ASAP160_ctrl_NP17-216_PFC_bulk,ASAP161_ctrl_NP18-46_PFC_bulk,ASAP162_ctrl_NP18-148_PFC_bulk,ASAP165_ctrl_NP16-284_PFC_bulk,ASAP166_ctrl_NP16-293_PFC_bulk,ASAP167_ctrl_NP17-20_PFC_bulk,ASAP221_ctrl_NP19-218_PFC_bulk,ASAP223_ctrl_NP22-37_PFC_bulk,ASAP224_ctrl_NP22-75_PFC_bulk,ASAP229_ctrl_NP19-137_PFC_bulk,ASAP231_ctrl_NP23-21_PFC_bulk,ASAP156_PD_NP21-57_PFC_bulk,ASAP157_PD_NP21-208_PFC_bulk,ASAP158_PD_NP21-217_PFC_bulk,ASAP192_PD_NP22-55_PFC_bulk,ASAP227_PD_NP17-232_PFC_bulk,ASAP228_PD_NP19-91_PFC_bulk,ASAP168_ctrl_NP16-284_PUT_bulk,ASAP170_ctrl_NP17-20_PUT_bulk,ASAP172_ctrl_NP18-46_PUT_bulk,ASAP174_ctrl_NP16-119_PUT_bulk,ASAP176_ctrl_NP18-148_PUT_bulk,ASAP217_ctrl_NP19-218_PUT_bulk,ASAP218_ctrl_NP22-37_PUT_bulk,ASAP219_ctrl_NP22-75_PUT_bulk,ASAP163_PD_NP21-208_PUT_bulk,ASAP164_PD_NP21-217_PUT_bulk,ASAP173_PD_NP21-57_PUT_bulk,ASAP193_PD_NP22-55_PUT_bulk,ASAP214_PD_NP16-285_PUT_bulk,ASAP215_PD_NP17-232_PUT_bulk,ASAP216_PD_NP19-91_PUT_bulk,ASAP220_PD_NP19-137_PUT_bulk,ASAP222_PD_NP21-04_PUT_bulk,ASAP225_PD_NP23-21_PUT_bulk,ASAP175_ctrl_NP16-284_SN_bulk,ASAP180_ctrl_NP16-119_SN_bulk,ASAP181_ctrl_NP16-293_SN_bulk,ASAP184_ctrl_NP18-148_SN_bulk,ASAP203_ctrl_NP19-218_SN_bulk,ASAP206_ctrl_NP22-75_SN_bulk,ASAP177_PD_NP21-57_SN_bulk,ASAP178_PD_NP21-208_SN_bulk,ASAP179_PD_NP21-217_SN_bulk,ASAP194_PD_NP22-55_SN_bulk,ASAP208_PD_NP16-285_SN_bulk,ASAP209_PD_NP17-232_SN_bulk,ASAP211_PD_NP19-137_SN_bulk,ASAP212_PD_NP21-04_SN_bulk
HERV_dup1,chr10,100380920,100388398,+,7479,2339.65188682726,4556.46774512701,1866.47849397241,1140.9087569456,3631.23856508561,673.280091777712,3075.48494053204,1113.49084764846,484.270925334646,2686.02291007775,2839.05839826236,3040.05778623881,3714.17543733293,3986.99293121248,1242.08251794083,1585.43892179176,1741.2025218164,745.23777183411,1291.93317100317,1423.86770053961,1355.79570048074,2355.26041636497,3011.02260852241,286.894685872442,1906.64875475676,1837.75609988166,669.123716936681,669.972788036964,921.982741895536,1549.59406428832,1376.04725989611,1433.94821321376,1147.1014723809,2345.97169734457,2518.84611990002,1593.71948261606,1062.54990421449,1719.94354466005,1820.46907751487,481.311089413235,649.330287164711,1544.11354991855,1148.85191398691,1461.51535742491,1407.17104987456,3107.56909808062,2510.28410921373,2768.52656297719,2259.57284315498,10962.2482007576,1800.45654650048,4412.05707943155,4675.45331898172,1090.61667963829,2871.19452291751,661.557082787108,3450.37757460638,3256.64842006167,2743.36503847642,2657.67000998308,4843.03183847683,3350.01965118231,3565.47216402298,2150.83422959207
HERV_dup1000,chr16,2660262,2670537,-,10276,322.452022864014,469.738942796599,1060.26186668165,402.712072674736,1389.03983572464,859.994664820649,1377.86376352759,1133.91493248984,976.767259167544,781.098650408366,220.271772278976,712.821705207061,761.508082595361,358.702389511951,838.959729620186,487.382803418367,320.4667218067,1318.93519924134,418.45634155134,923.517929135036,291.105239864651,259.036262581052,734.313976911366,758.384050768991,883.313596060956,527.607489526269,1428.77044718279,1269.66411693672,1494.972845586,641.117262513654,709.435153701626,736.926042352716,434.307204860978,377.766119183931,380.891562742703,787.419591062569,1560.73947008273,839.1211636259,1455.52655847925,1512.89100753335,1825.72510767686,2831.88406605977,1324.07307592997,886.327495239273,1051.68999583735,623.429959998116,708.731090972797,688.211069358818,886.476824943942,694.965168953688,137.301002826655,377.99751432293,244.571946713038,666.450684849736,33.938469538032,989.482445272724,798.559001983135,683.786762330979,1487.43070466374,616.833225128698,656.407352005232,408.705817576606,414.396340590581,838.208394123914
HERV_dup1001,chr1,62753981,62762193,+,8213,35.6197002000945,97.5611650423705,12.760263165753,8.48501935943527,138.144945410866,5.53814411568035,44.5722455149571,9.83381862733013,11.3099366850979,31.8815775676884,357.329763919228,33.105355874241,93.3649756438756,176.705896898218,42.2118102953553,173.377281848431,59.2377879703294,18.8169255366217,0,737.217482335461,94.339661067248,0,57.0015415867271,6.82000045655567,80.4796831966648,7.22749985652423,25.1971274160256,24.9597705347104,14.1431846808188,75.0243605069169,48.5327871747591,22.2839801836616,152.504820027519,205.786990995138,302.08641183042,51.0878719166123,21.3146238270572,7.64522319151151,73.554306162217,4.87579974803566,4.95671974934894,17.1568172213172,9.30735964131703,23.5457019608156,146.126599288022,128.65513993375,15.0296414202525,52.4753400825742,60.3558689323535,0,173.569192252564,46.310953741551,25.4100723857702,3.35574362965627,352.960083195533,22.4450074091083,38.064381425214,16.8667401374975,33.7044524610747,0,20.0058253906043,107.734169486721,13.2334597816335,184.02290886223
HERV_dup1002,chr16,2925620,2937013,+,11394,209.968759074241,307.137001059315,298.126148508955,95.2932943444269,320.314104194425,154.276871793953,430.219065405238,366.877079558086,187.128043335256,316.538520136335,460.123257649416,121.151515114244,268.424304976142,204.216994618898,209.476108590701,273.550822471969,155.377804512339,187.294049527304,97.50439026439,141.056052576821,105.121336617791,103.963543307314,224.653134488866,133.217342251387,179.934251049454,165.575451258555,229.573827568234,159.611164208806,299.682615939511,298.733362745724,177.00192969618,197.446429069188,361.37011702173,77.9050751624449,160.529011117614,192.134822642912,305.085436569371,136.223976866932,257.911573530338,351.754124679716,285.837505545789,294.693566389684,407.905152975981,201.820302521277,183.360780837374,231.989853391176,267.193625248934,252.12289832777,382.882543539617,233.309735291595,199.475041842499,214.031705129871,260.453241954145,232.888607898145,2443.56980673831,113.746732463108,226.007264712208,197.84230323443,271.40953823918,390.073582367101,231.418736950774,213.758272791112,128.553609307297,452.079400384091
HERV_dup1003,chr16,29709080,29719547,+,10468,0,0,0,0,0,0,11.6275423082497,0,1.02817606228163,1.13862777027459,4.89492827286613,0,0,1.0581191431031,0,0,0,0,0,0,0,4.48763496290562,0,0,0,1.97113632450661,0,14.4503934674639,0,0,0,1.55469629188337,0,0,0,0,0.318128713836675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82343136621594,0,21.1485677186982,15.6802415223655,0,0,53.185811809893
HERV_dup1004,chr16,30096902,30104164,+,7263,121.856869105587,296.296871610162,220.404545590278,161.21536782927,379.519080799082,321.21235870946,201.544066676328,190.624791852861,303.31193837308,186.734954325032,171.322489550315,314.148696168329,195.482917754365,450.758754961921,218.973765907155,296.667793385093,224.32670526469,254.247296204121,225.478902486402,577.531385078683,123.98926883124,391.172180933273,434.217625616539,388.28535932657,248.636419631973,377.801128863767,373.290776533713,271.930131615003,195.711096123762,160.961355269385,252.655980292128,533.779060213289,139.243531329474,114.652752125862,269.980609606897,177.696945796913,200.102961003268,164.951482192612,140.036082885759,286.975642312956,215.617309096679,211.432541639174,205.975915540451,225.366004482092,232.538001751613,259.363287419633,269.197577438301,337.772303979788,477.18858874642,853.814350428817,303.098440202239,215.283352528291,101.640289543081,178.525561097714,1255.72337290718,346.9465552052,192.700930965146,320.923920454006,299.792235048506,224.409801903965,417.959541268571,258.219993531663,311.931551995647,253.164464215091
HERV_dup1005,chr16,30541069,30546762,-,5694,18.7472106316287,0,3.48007177247808,7.179631765676,0,20.570249572527,29.0688557706242,9.07737104061243,0,29.6043220271392,0,21.8354474915206,0,8.46495314482481,24.7994385485212,9.63207121380172,0,10.940072986408,44.6895122045121,0,0,18.449165958612,0,1.36400009131113,0.65430636745256,29.5670448675991,8.39904247200854,13.1367213340581,25.6106317193204,12.2767135374955,7.1371745845234,0,23.207255221579,0,14.5935464652377,18.880300490922,12.725148553467,19.6922415538933,11.7875490644578,16.0204848864029,4.95671974934894,11.6060822379499,12.5447021252534,31.1139633053635,16.8607614563103,0,5.34387250497868,16.8886151989894,26.4056926579047,0,0,6.25823699210149,0,9.39608216303757,0,20.9233119915417,0,12.7640195635116,15.9652669552459,4.69968171526627,1.08139596705969,0,10.208668974403,3.19114870859358
HERV_dup1007,chr16,3073187,3081318,-,8132,22.4966527579544,7.22675296610152,80.0416507669958,24.1496704845465,1.51807632319633,31.6465378038877,77.5169487216644,14.3725041476363,22.6198733701958,33.020205337963,29.3695696371968,61.2801268310418,0,23.2786211482682,54.8753533839619,75.1301554676534,84.4866812035846,98.4606568776716,0,130.410312759703,64.6900533032558,1.49587832096854,35.2068345094491,61.3800041090011,51.6902030287522,8.54159073952864,61.5929781280626,47.9490328693121,37.8425752270556,81.8447569166366,8.56460950142808,23.838676475545,29.8378995706015,97.013867183422,49.6180579818081,34.4287832481518,148.884238075564,11.815344932336,39.1346628940001,66.1715680090554,38.8276380365667,48.9473903078757,72.435538078076,34.4776350140514,25.2911421844654,18.4770679692087,44.0869481660741,70.5702849386343,28.2918135620407,0,155.43509753961,60.0790751241743,114.345325735966,136.914340089976,970.640228787716,65.0524791009749,177.633779984332,61.5408086097881,46.1218823151548,30.5479311492308,14.5988455553058,63.2724487461692,39.7003793449006,68.0778391166631
HERV_dup1013,chr16,34411564,34420449,-,8886,0,0,2.32004784831872,0,83.494197775798,0,0,9.83381862733013,0,0,0,0.70436927392002,2.91765548887111,0,0,0,0,6.12644087238846,0,0,0,0,0,0,0,0.657045441502203,12.1319502373457,1.31367213340581,0,19.0971099472152,0,0,0,0,0,6.66363546738422,12.0888911257936,0,7.54403140125302,5.57234256918361,3.30447983289929,0,4.45134591541249,0,0,0,4.00790437873401,0,0,0,0,0,0,2.01344617779376,0,0.380423854391666,0,0,0,0,0,0,7.18387816717249,0
HERV_dup1014,chr16,34991392,35000358,+,8967,13.1230474421401,0,13.9202870899123,3.91616278127782,0,0,0,2.26934276015311,0,2.27725554054917,0,0,0,0,1.05529525738388,0,0,0,0,0,0,0,0,0,0,7.22749985652423,0,0,0,12.2767135374955,0,0,0,0,0,0,9.86199012893691,24.0940367247636,7.54403140125302,0.696542821147952,0,3.02767362729128,5.66534934688862,10.9319330532358,6.32278554611635,0,0,0,15.0889672330884,0,0,0,0,6.04033853338129,0,6.08678167026666,0,0,0,0,0,0,0,61.6955416994759
