Geneid,Chr,Start,End,Strand,Length,AA_ASAP138_PD_NP16-285_PUT_0,AA_ASAP141_ctrl_NP19-218_PUT_0,AA82_ASAP68_PD_NP18-117_PUT_0,AA87_ASAP76_ctrl_NP18-159_PUT_0,AA84_ASAP71_PD_NP19-16_PUT_0,AA_ASAP98_ctrl_NP16-119_PUT_0,AA_ASAP100_ctrl_NP18-148_PUT_0,AA_ASAP97_PD_NP21-57_PUT_0,AA74_ASAP62_PD_NP16-140_PUT_0,AA79_ASAP64_PD_NP16-162_PUT_0,AA71_ASAP70_PD_NP18-304_PUT_0,AA_ASAP139_PD_NP17-232_PUT_1,AA_ASAP144_PD_NP19-137_PUT_1,AA87_ASAP76_ctrl_NP18-159_PUT_1,AA84_ASAP71_PD_NP19-16_PUT_1,AA_ASAP92_ctrl_NP16-284_PUT_1,AA_ASAP100_ctrl_NP18-148_PUT_1,AA_ASAP117_PD_NP22-55_PUT_1,AA_ASAP87_PD_NP21-208_PUT_1,AA_ASAP88_PD_NP21-217_PUT_1,AA74_ASAP62_PD_NP16-140_PUT_1,AA79_ASAP64_PD_NP16-162_PUT_1,AA71_ASAP70_PD_NP18-304_PUT_1,AA_ASAP138_PD_NP16-285_PUT_2,AA_ASAP139_PD_NP17-232_PUT_2,AA_ASAP140_PD_NP19-91_PUT_2,AA_ASAP144_PD_NP19-137_PUT_2,AA_ASAP141_ctrl_NP19-218_PUT_2,AA_ASAP146_PD_NP21-04_PUT_2,AA81_ASAP67_PD_NP17-191_PUT_2,AA82_ASAP68_PD_NP18-117_PUT_2,AA87_ASAP76_ctrl_NP18-159_PUT_2,AA83_ASAP69_PD_NP18-287_PUT_2,AA86_ASAP73_PD_NP19-108_PUT_2,AA84_ASAP71_PD_NP19-16_PUT_2,AA85_ASAP72_PD_NP19-23_PUT_2,AA88_ASAP77_ctrl_NP19-36_PUT_2,AA89_ASAP78_ctrl_NP19-37_PUT_2,AA_ASAP98_ctrl_NP16-119_PUT_2,AA_ASAP92_ctrl_NP16-284_PUT_2,AA_ASAP94_ctrl_NP17-20_PUT_2,AA_ASAP96_ctrl_NP18-46_PUT_2,AA_ASAP100_ctrl_NP18-148_PUT_2,AA_ASAP93_ctrl_NP16-293_PUT_2,AA_ASAP97_PD_NP21-57_PUT_2,AA_ASAP117_PD_NP22-55_PUT_2,AA_ASAP87_PD_NP21-208_PUT_2,AA_ASAP88_PD_NP21-217_PUT_2,AA74_ASAP62_PD_NP16-140_PUT_2,AA79_ASAP64_PD_NP16-162_PUT_2,AA77_ASAP61_PD_NP16-25_PUT_2,AA73_ASAP65_PD_NP16-269_PUT_2,AA71_ASAP70_PD_NP18-304_PUT_2,AA76_ASAP74_PD_NP19-255_PUT_2,AA_ASAP138_PD_NP16-285_PUT_3,AA_ASAP139_PD_NP17-232_PUT_3,AA_ASAP140_PD_NP19-91_PUT_3,AA_ASAP144_PD_NP19-137_PUT_3,AA_ASAP141_ctrl_NP19-218_PUT_3,AA_ASAP146_PD_NP21-04_PUT_3,AA_ASAP142_ctrl_NP22-37_PUT_3,AA_ASAP149_PD_NP23-21_PUT_3,AA81_ASAP67_PD_NP17-191_PUT_3,AA82_ASAP68_PD_NP18-117_PUT_3,AA87_ASAP76_ctrl_NP18-159_PUT_3,AA83_ASAP69_PD_NP18-287_PUT_3,AA86_ASAP73_PD_NP19-108_PUT_3,AA84_ASAP71_PD_NP19-16_PUT_3,AA85_ASAP72_PD_NP19-23_PUT_3,AA88_ASAP77_ctrl_NP19-36_PUT_3,AA89_ASAP78_ctrl_NP19-37_PUT_3,AA_ASAP98_ctrl_NP16-119_PUT_3,AA_ASAP92_ctrl_NP16-284_PUT_3,AA_ASAP94_ctrl_NP17-20_PUT_3,AA_ASAP96_ctrl_NP18-46_PUT_3,AA_ASAP100_ctrl_NP18-148_PUT_3,AA_ASAP93_ctrl_NP16-293_PUT_3,AA_ASAP97_PD_NP21-57_PUT_3,AA_ASAP117_PD_NP22-55_PUT_3,AA_ASAP87_PD_NP21-208_PUT_3,AA_ASAP88_PD_NP21-217_PUT_3,AA74_ASAP62_PD_NP16-140_PUT_3,AA79_ASAP64_PD_NP16-162_PUT_3,AA77_ASAP61_PD_NP16-25_PUT_3,AA73_ASAP65_PD_NP16-269_PUT_3,AA71_ASAP70_PD_NP18-304_PUT_3,AA76_ASAP74_PD_NP19-255_PUT_3,AA_ASAP138_PD_NP16-285_PUT_4,AA_ASAP140_PD_NP19-91_PUT_4,AA_ASAP144_PD_NP19-137_PUT_4,AA_ASAP141_ctrl_NP19-218_PUT_4,AA81_ASAP67_PD_NP17-191_PUT_4,AA87_ASAP76_ctrl_NP18-159_PUT_4,AA83_ASAP69_PD_NP18-287_PUT_4,AA84_ASAP71_PD_NP19-16_PUT_4,AA85_ASAP72_PD_NP19-23_PUT_4,AA89_ASAP78_ctrl_NP19-37_PUT_4,AA_ASAP98_ctrl_NP16-119_PUT_4,AA_ASAP94_ctrl_NP17-20_PUT_4,AA_ASAP96_ctrl_NP18-46_PUT_4,AA_ASAP100_ctrl_NP18-148_PUT_4,AA_ASAP97_PD_NP21-57_PUT_4,AA_ASAP117_PD_NP22-55_PUT_4,AA_ASAP87_PD_NP21-208_PUT_4,AA_ASAP88_PD_NP21-217_PUT_4,AA74_ASAP62_PD_NP16-140_PUT_4,AA79_ASAP64_PD_NP16-162_PUT_4,AA77_ASAP61_PD_NP16-25_PUT_4,AA73_ASAP65_PD_NP16-269_PUT_4,AA71_ASAP70_PD_NP18-304_PUT_4,AA76_ASAP74_PD_NP19-255_PUT_4,AA_ASAP138_PD_NP16-285_PUT_5,AA_ASAP139_PD_NP17-232_PUT_5,AA_ASAP140_PD_NP19-91_PUT_5,AA_ASAP144_PD_NP19-137_PUT_5,AA_ASAP141_ctrl_NP19-218_PUT_5,AA_ASAP146_PD_NP21-04_PUT_5,AA_ASAP142_ctrl_NP22-37_PUT_5,AA_ASAP149_PD_NP23-21_PUT_5,AA81_ASAP67_PD_NP17-191_PUT_5,AA82_ASAP68_PD_NP18-117_PUT_5,AA87_ASAP76_ctrl_NP18-159_PUT_5,AA83_ASAP69_PD_NP18-287_PUT_5,AA86_ASAP73_PD_NP19-108_PUT_5,AA84_ASAP71_PD_NP19-16_PUT_5,AA85_ASAP72_PD_NP19-23_PUT_5,AA88_ASAP77_ctrl_NP19-36_PUT_5,AA89_ASAP78_ctrl_NP19-37_PUT_5,AA_ASAP98_ctrl_NP16-119_PUT_5,AA_ASAP92_ctrl_NP16-284_PUT_5,AA_ASAP94_ctrl_NP17-20_PUT_5,AA_ASAP96_ctrl_NP18-46_PUT_5,AA_ASAP100_ctrl_NP18-148_PUT_5,AA_ASAP93_ctrl_NP16-293_PUT_5,AA_ASAP97_PD_NP21-57_PUT_5,AA_ASAP117_PD_NP22-55_PUT_5,AA_ASAP87_PD_NP21-208_PUT_5,AA_ASAP88_PD_NP21-217_PUT_5,AA74_ASAP62_PD_NP16-140_PUT_5,AA78_ASAP63_PD_NP16-160_PUT_5,AA79_ASAP64_PD_NP16-162_PUT_5,AA77_ASAP61_PD_NP16-25_PUT_5,AA73_ASAP65_PD_NP16-269_PUT_5,AA71_ASAP70_PD_NP18-304_PUT_5,AA76_ASAP74_PD_NP19-255_PUT_5
HERV_dup1,chr10,100380920,100388398,+,7479,0.00743494423791822,0.0289017341040462,0.0136986301369863,0.0217391304347826,0.0253968253968254,0,0.0100942126514132,0.00490196078431373,0.0134529147982063,0.0157687253613666,0.010989010989011,0.0141843971631206,0,0.00666666666666667,0.0365853658536585,0,0,0.0157068062827225,0.00715990453460621,0,0,0,0.0405405405405405,0.083743842364532,0.0902777777777778,0.088695652173913,0.189823874755382,0.0229885057471264,0.152815013404826,0.101160862354892,0.050761421319797,0.138461538461538,0.191071428571429,0.0504587155963303,0.220224719101124,0.0491803278688525,0.0199004975124378,0.026431718061674,0.0714285714285714,0.192307692307692,0.172932330827068,0.0421940928270042,0.0804195804195804,0.0534351145038168,0.11284046692607,0.134408602150538,0.152974504249292,0.0387931034482759,0.149189189189189,0.175468483816014,0.14041095890411,0.0604838709677419,0.117039586919105,0.0534979423868313,0.0120481927710843,0,0.0144927536231884,0.0271493212669683,0.00763358778625954,0.0127659574468085,0,0,0.0405405405405405,0.0469798657718121,0.013745704467354,0.0320855614973262,0.0333333333333333,0.0198675496688742,0.0176991150442478,0.0282485875706215,0.0294117647058824,0.0110497237569061,0.0196078431372549,0.0338983050847458,0.0150375939849624,0,0,0.0116959064327485,0.0473684210526316,0.0227272727272727,0,0.0246913580246914,0.0279329608938547,0.0596026490066225,0,0.0413793103448276,0.036697247706422,0.0404040404040404,0.0257731958762887,0.0488505747126437,0.0053475935828877,0.0159574468085106,0.0402684563758389,0.0437158469945355,0.049079754601227,0.0175438596491228,0.0173913043478261,0.0144927536231884,0.0566037735849057,0.028169014084507,0.00892857142857143,0.022508038585209,0.0140845070422535,0.0418604651162791,0.00561797752808989,0.0430292598967298,0.0396825396825397,0.0495049504950495,0.00609756097560976,0.0381679389312977,0.0231481481481481,0.0465489566613162,0.0482758620689655,0.139814814814815,0.123915139826422,0.0382397572078907,0.0442477876106195,0.0953125,0.087378640776699,0.301003344481605,0.3003663003663,0.170325510976533,0.23495145631068,0.151821862348178,0.196825396825397,0.0759776536312849,0.0792156862745098,0.101573676680973,0.0984654731457801,0.0613496932515337,0.0638540478905359,0.08,0.0646876384581303,0.117117117117117,0.0793478260869565,0.0416197975253093,0.100117785630153,0.0545580110497238,0.281626506024096,0.130769230769231,0.112068965517241,0.371014492753623,0.204819277108434,0.220183486238532,0.187363834422658
HERV_dup1000,chr16,2660262,2670537,-,10276,0.241635687732342,0.38728323699422,0.383561643835616,0.673913043478261,1.55555555555556,0.312169312169312,0.726110363391655,0.730392156862745,0.497757847533632,0.437582128777924,0.747252747252747,0.156028368794326,0.244635193133047,0.44,1.03658536585366,0.0563380281690141,0.22,0.570680628272251,0.689737470167064,1,0.304347826086957,0.197530864197531,0.216216216216216,0.198686371100164,0.21875,0.156521739130435,0.209393346379648,0.123563218390805,0.302949061662198,0.135986733001658,0.16751269035533,0.356410256410256,0.123214285714286,0.0642201834862385,0.730337078651685,0.131147540983607,0.0696517412935323,0.0616740088105727,0.25,0.184615384615385,0.0150375939849624,0.0928270042194093,0.256993006993007,0.187022900763359,0.377431906614786,0.283154121863799,0.280453257790368,0.478448275862069,0.187027027027027,0.165247018739353,0.136986301369863,0.145161290322581,0.258175559380379,0.168724279835391,0.0481927710843374,0.128205128205128,0.159420289855072,0.0678733031674208,0.0916030534351145,0.148936170212766,0.0459770114942529,0.0196078431372549,0.0810810810810811,0.161073825503356,0.15807560137457,0.0855614973262032,0.0666666666666667,0.251655629139073,0.115044247787611,0.096045197740113,0.470588235294118,0.138121546961326,0.0849673202614379,0.0338983050847458,0.0601503759398496,0.155172413793103,0.037037037037037,0.263157894736842,0.105263157894737,0.193181818181818,0.307228915662651,0.0493827160493827,0.0782122905027933,0.145695364238411,0.188888888888889,0.103448275862069,0.128440366972477,0.0606060606060606,0.0515463917525773,0.0488505747126437,0.0267379679144385,0.0478723404255319,0.0704697986577181,0.0382513661202186,0.0736196319018405,0.0175438596491228,0.0347826086956522,0.036231884057971,0.0188679245283019,0.0140845070422535,0.0535714285714286,0.0964630225080386,0.0328638497652582,0.0883720930232558,0.0280898876404494,0.0860585197934595,0.0555555555555556,0.0940594059405941,0.0182926829268293,0.083969465648855,0.0833333333333333,0.0642054574638844,0.0517241379310345,0.0777777777777778,0.0636451301832208,0.0391502276176024,0.0442477876106195,0.0484375,0.0194174757281553,0.0836120401337793,0.135531135531136,0.0757002271006813,0.0563106796116505,0.0465587044534413,0.146560846560847,0.112849162011173,0.032156862745098,0.0829756795422032,0.0294117647058824,0.0306748466257669,0.0102622576966933,0.0235294117647059,0.0607000443066017,0.0785070785070785,0.0739130434782609,0.046119235095613,0.0612485276796231,0.0531767955801105,0.0783132530120482,0.0461538461538462,0.0560344827586207,0.0695652173913043,0.142570281124498,0.0611620795107034,0.104575163398693
HERV_dup1001,chr1,62753981,62762193,+,8213,0,0.023121387283237,0,0,0.0365079365079365,0,0.00942126514131898,0.00980392156862745,0.0538116591928251,0.0144546649145861,0.0989010989010989,0,0.0257510729613734,0,0.0121951219512195,0,0,0.117801047120419,0.081145584725537,0,0,0,0.22972972972973,0.48111658456486,0.857638888888889,0.20695652173913,0.416829745596869,0.0459770114942529,2.23056300268097,0.192371475953566,0.928934010152284,0.0846153846153846,0.901785714285714,1.41743119266055,0.38876404494382,0.245901639344262,0.0796019900497512,0.092511013215859,1.88169642857143,2.90769230769231,0.413533834586466,0.417721518987342,0.0734265734265734,0.980916030534351,0.365758754863813,0.958781362007168,0.563739376770538,1.00431034482759,0.455135135135135,0.155025553662692,0.311643835616438,0.625,0.411359724612737,2.02880658436214,0,0,0.0434782608695652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0894736842105263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114754098360656,0,0,0,0,0,0,0.00297619047619048,0,0,0,0,0.00344234079173838,0,0,0,0,0.0138888888888889,0,0,0.000462962962962963,0,0,0,0,0,0,0,0,0.00194174757281553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HERV_dup1002,chr16,2925620,2937013,+,11394,0.0483271375464684,0.15028901734104,0.0410958904109589,0.0760869565217391,0.211111111111111,0.105820105820106,0.143337819650067,0.156862745098039,0.112107623318386,0.088042049934297,0.120879120879121,0.0354609929078014,0.0214592274678112,0.126666666666667,0.109756097560976,0,0.13,0.141361256544503,0.143198090692124,0.228260869565217,0.0608695652173913,0.0246913580246914,0.0540540540540541,0.0377668308702791,0.0486111111111111,0.031304347826087,0.0528375733855186,0.0258620689655172,0.0804289544235925,0.0265339966832504,0.0406091370558376,0.0435897435897436,0.0446428571428571,0.0458715596330275,0.0921348314606742,0.0491803278688525,0.0447761194029851,0.026431718061674,0.0691964285714286,0.0692307692307692,0.0150375939849624,0.0436005625879044,0.027972027972028,0.0687022900763359,0.0700389105058366,0.0878136200716846,0.0878186968838527,0.0948275862068965,0.0345945945945946,0.0238500851788756,0.023972602739726,0.0403225806451613,0.044750430292599,0.111111111111111,0.0120481927710843,0.0256410256410256,0.0869565217391304,0.0135746606334842,0.0229007633587786,0.0297872340425532,0,0,0.0135135135135135,0.0536912751677852,0.0515463917525773,0.0053475935828877,0.0166666666666667,0.0927152317880795,0.0353982300884956,0.0508474576271186,0.0588235294117647,0.0386740331491713,0.0065359477124183,0.0112994350282486,0.0413533834586466,0.0114942528735632,0,0.0526315789473684,0.0473684210526316,0.0227272727272727,0.0481927710843374,0.037037037037037,0.0446927374301676,0.0529801324503311,0.0444444444444444,0.0206896551724138,0.00917431192660551,0,0,0.0316091954022989,0,0.00531914893617021,0.0100671140939597,0.00546448087431694,0.0368098159509202,0.0175438596491228,0.00869565217391304,0.0144927536231884,0,0.0140845070422535,0.0148809523809524,0.0353697749196141,0.028169014084507,0.00930232558139535,0.0168539325842697,0.0223752151462995,0.0158730158730159,0.0198019801980198,0.024390243902439,0.0229007633587786,0.0416666666666667,0.0208667736757624,0.0206896551724138,0.0199074074074074,0.0207328833172613,0.0094081942336874,0.00442477876106195,0.021875,0,0.0535117056856187,0.0238095238095238,0.0166540499621499,0.0368932038834951,0.00607287449392713,0.0328042328042328,0.0279329608938547,0.0243137254901961,0.0243204577968526,0.0358056265984655,0.00613496932515337,0.0102622576966933,0.0188235294117647,0.0150642445724413,0.0398970398970399,0.0192028985507246,0.0123734533183352,0.0223792697290931,0.00897790055248619,0.0256024096385542,0.00769230769230769,0.0186781609195402,0.0202898550724638,0.0522088353413655,0.0244648318042813,0.0522875816993464
HERV_dup1003,chr16,29709080,29719547,+,10468,0,0,0,0,0.00158730158730159,0,0.000672947510094213,0.00980392156862745,0,0,0,0,0,0.00666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00440528634361234,0.00223214285714286,0,0,0,0,0,0.00583657587548638,0,0.0113314447592068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027027027027027,0,0,0,0,0,0,0,0,0,0,0.0338983050847458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00668896321070234,0,0,0.00194174757281553,0,0,0,0,0,0,0,0.00114025085518814,0,0,0,0,0,0,0,0,0,0,0.000966183574879227,0,0,0
HERV_dup1004,chr16,30096902,30104164,+,7263,0.0185873605947955,0.0346820809248555,0.0136986301369863,0.0434782608695652,0.0238095238095238,0.0264550264550265,0.0450874831763122,0.0637254901960784,0.0538116591928251,0.0197109067017083,0.032967032967033,0.00709219858156028,0.0386266094420601,0.0333333333333333,0.0731707317073171,0,0.06,0.0183246073298429,0.035799522673031,0.0434782608695652,0.0260869565217391,0.0246913580246914,0.0540540540540541,0.0328407224958949,0.0138888888888889,0.0330434782608696,0.050880626223092,0.00574712643678161,0.0509383378016086,0.0281923714759536,0,0.041025641025641,0.0375,0.0137614678899083,0.0786516853932584,0.040983606557377,0.0149253731343284,0.013215859030837,0.0513392857142857,0.0230769230769231,0.0075187969924812,0.0393811533052039,0.0454545454545455,0.0458015267175573,0.0817120622568093,0.0519713261648745,0.0538243626062323,0.0474137931034483,0.0497297297297297,0.0272572402044293,0.023972602739726,0.0645161290322581,0.0499139414802065,0.0288065843621399,0.0120481927710843,0.0256410256410256,0,0.0316742081447964,0.00763358778625954,0.0127659574468085,0.0114942528735632,0,0.027027027027027,0.0201342281879195,0.0206185567010309,0.0213903743315508,0.05,0.0596026490066225,0.00884955752212389,0.0169491525423729,0.0294117647058824,0,0.0457516339869281,0.00564971751412429,0.018796992481203,0.0229885057471264,0,0.0409356725146199,0.0631578947368421,0.0113636363636364,0.036144578313253,0.0246913580246914,0.0167597765363128,0.0397350993377483,0.0444444444444444,0.0275862068965517,0.0275229357798165,0,0,0.00574712643678161,0,0,0,0,0,0,0,0.0036231884057971,0,0,0,0,0,0,0,0.111876075731497,0,0,0,0,0,0.00963081861958266,0.0137931034482759,0.0199074074074074,0.0216972034715526,0.0142640364188164,0.0132743362831858,0.0046875,0.0242718446601942,0.0100334448160535,0.0347985347985348,0.0151400454201363,0.0233009708737864,0.0182186234817814,0.0386243386243386,0.0357541899441341,0.0196078431372549,0.0257510729613734,0.0294117647058824,0.00613496932515337,0.0182440136830103,0.0235294117647059,0.023482498892335,0.0205920205920206,0.0192028985507246,0.0281214848143982,0.0200235571260306,0.0138121546961326,0.0436746987951807,0.0538461538461538,0.0158045977011494,0.0318840579710145,0.0301204819277108,0.0305810397553517,0.0348583877995643
HERV_dup1005,chr16,30541069,30546762,-,5694,0,0.00578034682080925,0,0,0.00793650793650794,0,0.00807537012113055,0,0.0269058295964126,0.0026281208935611,0,0,0.00429184549356223,0,0,0,0,0,0.00954653937947494,0,0,0,0,0.00164203612479475,0,0,0,0,0,0,0,0,0.00357142857142857,0,0,0,0,0,0.00446428571428571,0,0,0,0,0,0,0.00716845878136201,0,0,0.00108108108108108,0,0,0,0,0,0,0,0,0,0,0.259574468085106,0,0,0,0,0,0,0,0,0,0,0,0.00552486187845304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028735632183908,0,0,0,0,0,0,0,0,0,0,0.00892857142857143,0,0,0,0,0.00688468158347676,0,0,0,0,0,0,0.00517241379310345,0.000462962962962963,0.00578592092574735,0.00151745068285281,0,0,0,0.00334448160535117,0,0.000757002271006813,0,0,0,0.0111731843575419,0,0.00143061516452074,0,0,0.00114025085518814,0,0,0,0.00543478260869565,0,0.00176678445229682,0,0,0,0,0.0270531400966184,0,0.0519877675840979,0
HERV_dup1007,chr16,3073187,3081318,-,8132,0,0.00578034682080925,0,0,0,0,0.000672947510094213,0.00490196078431373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0463917525773196,0.014367816091954,0,0,0.0134228187919463,0,0.00613496932515337,0.0087719298245614,0.0173913043478261,0.0036231884057971,0,0,0.107142857142857,0.0257234726688103,0,0.0325581395348837,0.00561797752808989,0.0292598967297762,0.0158730158730159,0.0148514851485149,0.0182926829268293,0.0152671755725191,0.0138888888888889,0,0,0,0,0,0.00442477876106195,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00228050171037628,0,0.000443066016836509,0,0,0,0,0,0,0,0,0,0,0,0
HERV_dup1017,chr16,35516772,35524442,+,7671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00452488687782805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00584795321637427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00626808100289296,0,0.00442477876106195,0,0,0,0,0.00227100681302044,0,0,0.00687830687830688,0,0,0.00143061516452074,0,0.116564417177914,0,0,0,0,0.00072463768115942,0,0,0,0.0135542168674699,0,0.0014367816091954,0,0,0.00305810397553517,0
HERV_dup1029,chr1,6560514,6570438,-,9925,0,0,0,0,0.00317460317460317,0,0.0053835800807537,0,0,0,0,0,0,0,0,0,0,0.06282722513089,0.0167064439140811,0,0,0,0,0.00328407224958949,0.0208333333333333,0.00347826086956522,0.00195694716242661,0.014367816091954,0.18230563002681,0.0066334991708126,0.0050761421319797,0.00512820512820513,0.00714285714285714,0,0.0112359550561798,0,0.0995024875621891,0,0,0,0,0,0.00174825174825175,0,0.00389105058365759,0,0.0226628895184136,0,0.00756756756756757,0,0,0.169354838709677,0.0206540447504303,0.00823045267489712,0,0,0,0,0,0,0,0,0,0,0.00343642611683849,0.0802139037433155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0742574257425743,0,0,0.0231481481481481,0.00160513643659711,0,0.00925925925925926,0,0.00273141122913505,0,0.0140625,0.0145631067961165,0,0.0311355311355311,0.000757002271006813,0,0,0.0037037037037037,0.0111731843575419,0.0352941176470588,0,0.00383631713554987,0,0.00798175598631699,0,0.000443066016836509,0,0.00434782608695652,0,0,0,0.00150602409638554,0,0,0.0202898550724638,0.0120481927710843,0,0.0174291938997821
