Geneid,Chr,Start,End,Strand,Length,AA_ASAP129_ctrl_NP22-37_SN_1,AA_ASAP137_PD_NP23-21_SN_1,DA792_ASAP51_ctrl_NP19-36_SN_1,AA_ASAP118_PD_NP22-55_SN_1,DA487_ASAP8_ctrl_PT231_SN_1,AA_ASAP132_PD_NP16-285_SN_2,AA_ASAP133_PD_NP17-232_SN_2,AA_ASAP134_PD_NP19-91_SN_2,AA_ASAP135_PD_NP19-137_SN_2,AA_ASAP127_ctrl_NP19-218_SN_2,AA_ASAP129_ctrl_NP22-37_SN_2,AA_ASAP137_PD_NP23-21_SN_2,DA784_ASAP46_ctrl_NP17-256_SN_2,DA782_ASAP41_PD_NP19-108_SN_2,DA792_ASAP51_ctrl_NP19-36_SN_2,DA794_ASAP54_ctrl_NP19-37_SN_2,DA796_ASAP57_ctrl_NP19-45_SN_2,AA_ASAP99_ctrl_NP16-284_SN_2,AA_ASAP101_PD_NP21-57_SN_2,AA_ASAP102_PD_NP21-208_SN_2,AA_ASAP103_PD_NP21-217_SN_2,AA_ASAP104_ctrl_NP16-119_SN_2,AA_ASAP105_ctrl_NP16-293_SN_2,AA_ASAP108_ctrl_NP18-148_SN_2,AA_ASAP118_PD_NP22-55_SN_2,DA433_ASAP5_ctrl_NP16-161_SN_2,DA429_ASAP1_PD_NP16-162_SN_2,MJ_ASAP6_ctrl_NP16-164_SN_2,DA479_ASAP7_ctrl_NP16-21_SN_2,DA475_ASAP2_PD_NP16-25_SN_2,DA489_ASAP3_PD_P73_SN_2,DA431_ASAP4_PD_P74_SN_2,DA487_ASAP8_ctrl_PT231_SN_2,DA511_ASAP21_PD_NP16-269_SN_2,DA473_ASAP38_PD_NP19-23_SN_2,AA_ASAP132_PD_NP16-285_SN_3,AA_ASAP133_PD_NP17-232_SN_3,AA_ASAP134_PD_NP19-91_SN_3,AA_ASAP135_PD_NP19-137_SN_3,AA_ASAP127_ctrl_NP19-218_SN_3,AA_ASAP136_PD_NP21-04_SN_3,AA_ASAP129_ctrl_NP22-37_SN_3,AA_ASAP137_PD_NP23-21_SN_3,DA784_ASAP46_ctrl_NP17-256_SN_3,DA782_ASAP41_PD_NP19-108_SN_3,DA792_ASAP51_ctrl_NP19-36_SN_3,DA794_ASAP54_ctrl_NP19-37_SN_3,DA796_ASAP57_ctrl_NP19-45_SN_3,AA_ASAP99_ctrl_NP16-284_SN_3,AA_ASAP101_PD_NP21-57_SN_3,AA_ASAP102_PD_NP21-208_SN_3,AA_ASAP103_PD_NP21-217_SN_3,AA_ASAP104_ctrl_NP16-119_SN_3,AA_ASAP105_ctrl_NP16-293_SN_3,AA_ASAP108_ctrl_NP18-148_SN_3,AA_ASAP118_PD_NP22-55_SN_3,DA433_ASAP5_ctrl_NP16-161_SN_3,DA429_ASAP1_PD_NP16-162_SN_3,MJ_ASAP6_ctrl_NP16-164_SN_3,DA479_ASAP7_ctrl_NP16-21_SN_3,DA475_ASAP2_PD_NP16-25_SN_3,DA489_ASAP3_PD_P73_SN_3,DA431_ASAP4_PD_P74_SN_3,DA487_ASAP8_ctrl_PT231_SN_3,DA511_ASAP21_PD_NP16-269_SN_3,DA473_ASAP38_PD_NP19-23_SN_3,AA_ASAP133_PD_NP17-232_SN_4,AA_ASAP134_PD_NP19-91_SN_4,AA_ASAP135_PD_NP19-137_SN_4,AA_ASAP127_ctrl_NP19-218_SN_4,AA_ASAP129_ctrl_NP22-37_SN_4,AA_ASAP137_PD_NP23-21_SN_4,DA782_ASAP41_PD_NP19-108_SN_4,DA792_ASAP51_ctrl_NP19-36_SN_4,DA794_ASAP54_ctrl_NP19-37_SN_4,AA_ASAP101_PD_NP21-57_SN_4,AA_ASAP102_PD_NP21-208_SN_4,AA_ASAP103_PD_NP21-217_SN_4,AA_ASAP104_ctrl_NP16-119_SN_4,AA_ASAP108_ctrl_NP18-148_SN_4,AA_ASAP118_PD_NP22-55_SN_4,DA433_ASAP5_ctrl_NP16-161_SN_4,DA429_ASAP1_PD_NP16-162_SN_4,MJ_ASAP6_ctrl_NP16-164_SN_4,DA475_ASAP2_PD_NP16-25_SN_4,DA489_ASAP3_PD_P73_SN_4,DA431_ASAP4_PD_P74_SN_4,DA487_ASAP8_ctrl_PT231_SN_4,DA511_ASAP21_PD_NP16-269_SN_4,DA473_ASAP38_PD_NP19-23_SN_4,AA_ASAP132_PD_NP16-285_SN_5,AA_ASAP133_PD_NP17-232_SN_5,AA_ASAP134_PD_NP19-91_SN_5,AA_ASAP135_PD_NP19-137_SN_5,AA_ASAP127_ctrl_NP19-218_SN_5,AA_ASAP136_PD_NP21-04_SN_5,AA_ASAP129_ctrl_NP22-37_SN_5,AA_ASAP137_PD_NP23-21_SN_5,DA784_ASAP46_ctrl_NP17-256_SN_5,DA782_ASAP41_PD_NP19-108_SN_5,DA792_ASAP51_ctrl_NP19-36_SN_5,DA794_ASAP54_ctrl_NP19-37_SN_5,DA796_ASAP57_ctrl_NP19-45_SN_5,AA_ASAP99_ctrl_NP16-284_SN_5,AA_ASAP101_PD_NP21-57_SN_5,AA_ASAP102_PD_NP21-208_SN_5,AA_ASAP103_PD_NP21-217_SN_5,AA_ASAP104_ctrl_NP16-119_SN_5,AA_ASAP105_ctrl_NP16-293_SN_5,AA_ASAP108_ctrl_NP18-148_SN_5,AA_ASAP118_PD_NP22-55_SN_5,DA433_ASAP5_ctrl_NP16-161_SN_5,DA429_ASAP1_PD_NP16-162_SN_5,MJ_ASAP6_ctrl_NP16-164_SN_5,DA479_ASAP7_ctrl_NP16-21_SN_5,DA475_ASAP2_PD_NP16-25_SN_5,DA489_ASAP3_PD_P73_SN_5,DA431_ASAP4_PD_P74_SN_5,DA487_ASAP8_ctrl_PT231_SN_5,DA511_ASAP21_PD_NP16-269_SN_5,DA473_ASAP38_PD_NP19-23_SN_5
HERV_dup1,chr10,100380920,100388398,+,7479,0.0151515151515152,0.00306748466257669,0.0108695652173913,0.058252427184466,0.00476190476190476,0.0706521739130435,0.211538461538462,0.0558659217877095,0.330275229357798,0.0198412698412698,0.0268817204301075,0.196531791907514,0.141414141414141,0.291666666666667,0.0506329113924051,0.0793650793650794,0.0704225352112676,0.133333333333333,0.062043795620438,0.112478031634446,0.0987654320987654,0.141732283464567,0.109461966604824,0.0310344827586207,0.142857142857143,0.0666666666666667,0.303030303030303,0.0548926014319809,0.00925925925925926,0.150259067357513,0.144212523719165,0.008,0.125641025641026,0.168958742632613,0.0283018867924528,0.0185185185185185,0.0224719101123595,0.0264900662251656,0.0462633451957295,0.00735294117647059,0,0.00816326530612245,0.0348837209302326,0.108695652173913,0.0714285714285714,0.0274725274725275,0.0163934426229508,0.00909090909090909,0.0823529411764706,0.0448717948717949,0.0245398773006135,0.029940119760479,0.0368421052631579,0.0308880308880309,0.0134529147982063,0.0973684210526316,0.0143540669856459,0.0859375,0.0170454545454545,0,0.0487804878048781,0.0251572327044025,0.00595238095238095,0.0812182741116751,0.0176470588235294,0.0217391304347826,0.0282051282051282,0.0447761194029851,0.0755735492577598,0.00694444444444444,0.0176678445229682,0.0568720379146919,0.0822784810126582,0.0583941605839416,0.0680272108843537,0.0140845070422535,0.0187265917602996,0.0251450676982592,0.0045045045045045,0.00716845878136201,0.0336787564766839,0.0523809523809524,0.0710059171597633,0.0103896103896104,0.0833333333333333,0.0373333333333333,0,0.0494505494505494,0.0213414634146341,0.00862068965517241,0.147783251231527,0.116734693877551,0.344494047619048,0.30006013229104,0.0563218390804598,0.0942622950819672,0.0397208121827411,0.253899480069324,0.579957356076759,0.801874163319946,0.452093023255814,0.130865484880083,0.224675324675325,0.247395833333333,0.124258013454689,0.298617511520737,0.196393762183236,0.21556420233463,0.117043121149897,0.0700455580865604,0.20694259012016,0.112847222222222,0.220492866407263,0.072289156626506,0.16857720836143,0.226403261210411,0.122230164403145,0.0357852882703777,0.391699092088197,0.177446102819237,0.126598465473146
HERV_dup1000,chr16,2660262,2670537,-,10276,0.0454545454545455,0.104294478527607,0.206521739130435,0.16504854368932,0.176190476190476,0.108695652173913,0.153846153846154,0.215083798882682,0.168195718654434,0.0634920634920635,0.0134408602150538,0.092485549132948,0.0101010101010101,0.125,0.151898734177215,0.104761904761905,0.225352112676056,0.0222222222222222,0.127737226277372,0.137082601054482,0.25679012345679,0.094488188976378,0.137291280148423,0.162068965517241,0.135831381733021,0.1,0.134680134680135,0.100238663484487,0.037037037037037,0.0621761658031088,0.146110056925996,0.04,0.146153846153846,0.367387033398821,0.257861635220126,0.12037037037037,0.0786516853932584,0.28476821192053,0.0889679715302491,0.132352941176471,0.15,0.0136054421768707,0.0755813953488372,0.0652173913043478,0.153846153846154,0.126373626373626,0.262295081967213,0.172727272727273,0.105882352941176,0.147435897435897,0.110429447852761,0.245508982035928,0.0789473684210526,0.0772200772200772,0.139013452914798,0.236842105263158,0.0382775119617225,0.109375,0.0681818181818182,0.102362204724409,0.0365853658536585,0.0754716981132075,0.0178571428571429,0.213197969543147,0.223529411764706,0.114130434782609,0.0717948717948718,0.0746268656716418,0.101214574898785,0.03125,0.0176678445229682,0.042654028436019,0.0126582278481013,0.0583941605839416,0.108843537414966,0.0516431924882629,0.0674157303370786,0.0812379110251451,0.027027027027027,0.0788530465949821,0.0829015544041451,0.0523809523809524,0.0621301775147929,0.025974025974026,0.0492424242424242,0.056,0.0273972602739726,0.0659340659340659,0.0640243902439024,0.0431034482758621,0.0788177339901478,0.08,0.151785714285714,0.0703547805171377,0.0459770114942529,0.0819672131147541,0.0191624365482234,0.072790294627383,0.0660980810234542,0.129852744310576,0.148837209302326,0.156934306569343,0.155844155844156,0.0494791666666667,0.0957657301147606,0.140092165898618,0.151559454191033,0.0443579766536965,0.0554414784394251,0.0865603644646925,0.12283044058745,0.0555555555555556,0.0415045395590143,0.0567986230636833,0.0734996628455833,0.0457823769206648,0.0750536097212294,0.0265076209410205,0.115434500648508,0.121890547263682,0.117647058823529
HERV_dup1001,chr1,62753981,62762193,+,8213,0,0,0,0,0,0.402173913043478,0.314102564102564,0.547486033519553,0.226299694189602,0.00396825396825397,0.0268817204301075,0.491329479768786,0.0404040404040404,0.395833333333333,0.151898734177215,0.0317460317460317,0.295774647887324,0.0333333333333333,0.156934306569343,0.202108963093146,0.150617283950617,0.397637795275591,0.404452690166976,0.151724137931034,0.309133489461358,0.158333333333333,0.252525252525253,0.747016706443914,0,0.212435233160622,0.0759013282732448,0.024,0.684615384615385,0.237721021611002,1.12264150943396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00680272108843537,0,0,0,0,0,0,0,0,0,0,0.00266666666666667,0,0,0,0,0,0,0,0,0.000383141762452107,0,0,0,0,0,0,0.000521376433785193,0,0,0,0,0,0.00389105058365759,0,0.000569476082004556,0,0,0,0,0,0.000313577924114142,0,0,0,0,0
HERV_dup1002,chr16,2925620,2937013,+,11394,0,0.0398773006134969,0.0434782608695652,0.116504854368932,0.019047619047619,0.0271739130434783,0.0384615384615385,0.0698324022346369,0.0489296636085627,0.00793650793650794,0.00806451612903226,0.0404624277456647,0.0101010101010101,0.0625,0.0537974683544304,0.0126984126984127,0.0985915492957746,0,0.0364963503649635,0.031634446397188,0.0493827160493827,0.0354330708661417,0.0445269016697588,0.0310344827586207,0.0562060889929742,0.025,0.0101010101010101,0.0143198090692124,0.00925925925925926,0.0207253886010363,0.0360531309297913,0,0.0435897435897436,0.0707269155206287,0.0911949685534591,0.0462962962962963,0.0224719101123595,0.0596026490066225,0.0533807829181495,0.0220588235294118,0.025,0.00408163265306122,0.0116279069767442,0.016304347826087,0.032967032967033,0.0274725274725275,0.0327868852459016,0.0454545454545455,0.0235294117647059,0.0192307692307692,0.0306748466257669,0.0179640718562874,0.0315789473684211,0.0308880308880309,0.0224215246636771,0.0868421052631579,0.00956937799043062,0,0.0454545454545455,0.0078740157480315,0.0182926829268293,0.0125786163522013,0.0178571428571429,0.0203045685279188,0.0352941176470588,0.0380434782608696,0.0102564102564103,0.0149253731343284,0.0269905533063428,0.00347222222222222,0,0.00947867298578199,0.0189873417721519,0.0072992700729927,0,0,0.0149812734082397,0.0135396518375242,0.00900900900900901,0.025089605734767,0.0414507772020725,0.00952380952380952,0.0207100591715976,0.00779220779220779,0,0.0106666666666667,0,0.010989010989011,0.0182926829268293,0.0172413793103448,0.0147783251231527,0.0310204081632653,0.0736607142857143,0.0330727600721588,0.0160919540229885,0.0122950819672131,0.00710659898477157,0.0294627383015598,0.0490405117270789,0.07095046854083,0.0790697674418605,0.0474452554744526,0.0532467532467532,0.0234375,0.0241392956074397,0.047926267281106,0.0360623781676413,0.0233463035019455,0.0102669404517454,0.0404328018223235,0.0774365821094793,0.03125,0.0142671854734112,0.0172117039586919,0.0519217801753203,0.0213232988397617,0.0321658327376698,0.0265076209410205,0.0350194552529183,0.0398009950248756,0.061381074168798
HERV_dup1003,chr16,29709080,29719547,+,10468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00543478260869565,0,0,0,0,0,0,0.00920245398773006,0,0,0.00386100386100386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00193423597678917,0,0.00716845878136201,0,0,0.00887573964497041,0.0025974025974026,0.00378787878787879,0,0,0,0,0,0,0,0.00223214285714286,0,0,0,0.000380710659898477,0,0,0.000669344042838019,0,0,0,0,0.000395726157499011,0,0.000487329434697856,0,0.00205338809034908,0,0,0.000434027777777778,0,0,0.000674308833445718,0.000313577924114142,0.000714796283059328,0.00596421471172962,0.00259403372243839,0,0
HERV_dup1004,chr16,30096902,30104164,+,7263,0.0151515151515152,0.00613496932515337,0.0217391304347826,0.0194174757281553,0.0333333333333333,0.0434782608695652,0.0192307692307692,0.0446927374301676,0.0642201834862385,0.00793650793650794,0.00806451612903226,0.0289017341040462,0.0202020202020202,0.0625,0.0221518987341772,0.0285714285714286,0.0140845070422535,0.0111111111111111,0.0255474452554745,0.0298769771528998,0.037037037037037,0.0196850393700787,0.051948051948052,0.0241379310344828,0.0468384074941452,0.0666666666666667,0.0471380471380471,0.0286396181384248,0.0462962962962963,0.00518134715025907,0.047438330170778,0.024,0.0333333333333333,0.0609037328094303,0.0471698113207547,0.0185185185185185,0.0224719101123595,0,0.0569395017793594,0.0220588235294118,0.025,0.0108843537414966,0.0174418604651163,0.00543478260869565,0.0274725274725275,0.0549450549450549,0.040983606557377,0.0636363636363636,0.0705882352941176,0.032051282051282,0.0214723926380368,0.0419161676646707,0.0157894736842105,0,0.0358744394618834,0.0473684210526316,0.0143540669856459,0.015625,0.0170454545454545,0.0078740157480315,0.024390243902439,0.0125786163522013,0,0.101522842639594,0.0588235294117647,0.0271739130434783,0.00256410256410256,0,0.00269905533063428,0,0,0,0,0.0072992700729927,0,0,0,0,0.0045045045045045,0,0,0.00952380952380952,0.00887573964497041,0,0,0.00266666666666667,0,0,0,0,0.0788177339901478,0.0302040816326531,0.0401785714285714,0.047504509921828,0.0130268199233716,0.0286885245901639,0.00596446700507614,0.0545927209705373,0.0405117270788913,0.0582329317269076,0.0697674418604651,0.0302398331595412,0.0402597402597403,0.03125,0.0229521171349426,0.0608294930875576,0.0316764132553606,0.0482490272373541,0.0246406570841889,0.0427107061503417,0.0453938584779706,0.0303819444444444,0.0285343709468223,0.0137693631669535,0.0303438975050573,0.0360614612731264,0.0335954253037884,0.00861497680583168,0.0544747081712062,0.0447761194029851,0.0537084398976982
HERV_dup1005,chr16,30541069,30546762,-,5694,0,0,0,0,0,0,0,0,0,0.00396825396825397,0,0,0,0,0,0,0,0,0,0.00527240773286467,0,0,0,0.0172413793103448,0,0,0.00673400673400673,0,0.00925925925925926,0,0,0,0,0,0,0,0,0.0198675496688742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0441558441558442,0,0,0,0,0,0,0,0.0195918367346939,0,0.00721587492483464,0.000766283524904215,0,0.0049492385786802,0.00346620450606586,0.0255863539445629,0,0,0.000521376433785193,0.0103896103896104,0.0651041666666667,0.000395726157499011,0.00829493087557604,0.000487329434697856,0,0,0.0113895216400911,0,0.00130208333333333,0.0246433203631647,0,0.00202292650033715,0.00658513640639699,0.00142959256611866,0.0178926441351889,0.0233463035019455,0,0.00127877237851662
HERV_dup1007,chr16,3073187,3081318,-,8132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00196463654223969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140625,0,0,0,0,0,0.0050761421319797,0,0,0.00256410256410256,0,0.0337381916329285,0.00694444444444444,0.0106007067137809,0.00947867298578199,0.00632911392405063,0,0.0340136054421769,0.0140845070422535,0.0187265917602996,0.00967117988394584,0.00900900900900901,0.0967741935483871,0.0103626943005181,0.00952380952380952,0.014792899408284,0.0025974025974026,0.00757575757575758,0.0293333333333333,0,0.00549450549450549,0.0274390243902439,0,0.00492610837438424,0,0,0,0,0,0,0,0,0,0,0,0.0012987012987013,0,0.000395726157499011,0,0,0,0,0,0,0,0,0,0,0,0.000714796283059328,0,0,0,0
HERV_dup1017,chr16,35516772,35524442,+,7671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00180396873120866,0,0.0778688524590164,0,0.0147313691507799,0,0.000669344042838019,0.00651162790697674,0,0,0.00260416666666667,0.00158290462999604,0.00184331797235023,0,0,0.160164271047228,0,0.00133511348464619,0,0,0,0.0114632501685772,0,0,0,0.0246433203631647,0,0
HERV_dup1029,chr1,6560514,6570438,-,9925,0,0,0,0,0,0,0.0288461538461538,0.0893854748603352,0.073394495412844,0.00793650793650794,0.00268817204301075,0,0,0.0208333333333333,0.069620253164557,0.0412698412698413,0.0985915492957746,0.511111111111111,0.0255474452554745,0.0140597539543058,0.0518518518518519,0.0275590551181102,0.00742115027829314,0,0,0,0.0269360269360269,0,0.0277777777777778,0,0.0189753320683112,0,0.205128205128205,0.0157170923379175,0,0.101851851851852,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128205128205128,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0050761421319797,0,0,0,0,0.00404858299595142,0,0,0,0.00632911392405063,0,0,0,0,0,0.045045045045045,0,0,0,0,0,0.00378787878787879,0,0,0,0,0,0,0.0685714285714286,0.00892857142857143,0.0102224894768491,0.00268199233716475,0,0.00571065989847716,0.0346620450606586,0.00213219616204691,0.0140562248995984,0.0781395348837209,0.00834202294056309,0.0675324675324675,0.106770833333333,0.00474871388998813,0.00368663594470046,0.0043859649122807,0,0.00205338809034908,0.005125284738041,0,0.0130208333333333,0.00778210116731518,0,0.177343223196224,0.0363750391972405,0.0218012866333095,0.00265076209410205,0,0.0033167495854063,0
